filename,sign,x,y
af7b145a-5ad8-4044-b57e-5fe65ed39dd8-nosign.png,0,0,0
af84259d-c4c6-4ac0-9992-2aba903e4467-nosign.png,0,0,0
afe2c5c2-666c-49cd-b360-b48bcf4975e9-nosign.png,0,0,0
afe692cf-d4bf-430b-a1cf-96ad5f290687-nosign.png,0,0,0
b027caed-9d5f-4da9-ac0b-35a32fee8dbc-nosign.png,0,0,0
b02de379-f653-4f2f-9e91-c02719ab9859-nosign.png,0,0,0
b03999bd-0811-40c5-b063-3f2523a54caf-nosign.png,0,0,0
b0708889-7d21-4181-9fa1-8948335c06c3-nosign.png,0,0,0
b0cf9148-f96e-4835-bfa2-6440d82ad0d8-nosign.png,0,0,0
b0d8c225-ea92-45af-a3d7-6c7b1aadd44e-nosign.png,0,0,0
b108ae59-e45a-44aa-a78a-f1ad2b74b123-nosign.png,0,0,0
b1225c5c-22e8-4d39-8803-c5b9623fab1c-nosign.png,0,0,0
b14fbe61-033c-45a5-9d2f-e5c5480ad6f4-nosign.png,0,0,0
b153262c-b343-4ebc-a746-628e0423a854-nosign.png,0,0,0
b16eed8e-58ab-4b36-9b1b-3178d652ef18-nosign.png,0,0,0
b171fc6a-3b2f-45ff-bc88-525118d4fd91-nosign.png,0,0,0
b1a7d9e3-3f84-4517-badd-37235e41db21-nosign.png,0,0,0
b1b2f57d-7dce-4112-8127-09462a10ed7c-nosign.png,0,0,0
b1be9a14-1936-479b-8990-c1c6b7cc8f5a-nosign.png,0,0,0
b1ca0c32-3918-4693-b2bc-0df65fd6f593-nosign.png,0,0,0
b1d403a1-2752-4553-8ac8-56905a1a4769-nosign.png,0,0,0
b1d5ba44-daae-42c4-863e-708df8ffa63c-nosign.png,0,0,0
b1f5fb0b-7fb0-4609-9e15-413aba451433-nosign.png,0,0,0
b1f7f353-a11b-4aba-bb8e-53f09e06d0f6-nosign.png,0,0,0
b1fe5d66-c089-4340-a6df-f03bcf660d37-nosign.png,0,0,0
b2024ac8-ccfc-4181-8235-300ddcc35c15-nosign.png,0,0,0
b23896f2-a33c-4364-89b9-7cd1f292ac51-nosign.png,0,0,0
b27b9316-8941-46b4-bd88-650bcedf70d5-nosign.png,0,0,0
b2ce2e06-33e2-4418-9c2f-4dfff75e312b-nosign.png,0,0,0
b305a7cb-f6bf-4ba8-abaf-50067835c390-nosign.png,0,0,0
